id	direction	kind	subject	source	terms	cand_n	matched	state	pair	target
f207	forward	behavioural	Toolbar is given the tool registry and the active tool id	gallery§Toolbar	toolbar,tool	35	docs/components/Toolbar.md::Contract[1]	present	-	-
f208	forward	behavioural	Toolbar emits a tool-activation request	gallery§Toolbar	toolbar,tool	35	docs/components/Toolbar.md::Contract[2]	present	-	-
f209	forward	behavioural	Exactly one toolbar button is active at a time; no single button can enforce this invariant alone	gallery§Toolbar	toolbar,tool,button	38	docs/components/Toolbar.md::States[2]	present	-	-
f210	forward	behavioural	Status bar is given the selection summary and the active measurement, already display-ready	gallery§StatusBar	status,bar,selection,measurement	172	docs/components/Status bar.md::Contract[1]	present	-	-
f211	forward	behavioural	Status bar emits nothing; it is a pure readout	gallery§StatusBar	status,bar	162	docs/components/Status bar.md::Contract[2]	present	-	-
f212	forward	behavioural	Save-state indicator is given the save state	gallery§SaveStateIndicator	save,state,indicator	95	docs/components/Save-state indicator.md::Contract[1]	present	-	-
f213	forward	behavioural	Save-state indicator emits a retry request, only in the save-error case	gallery§SaveStateIndicator	save,state,indicator,retry,error	105	docs/components/Save-state indicator.md::Contract[2]	present	-	-
f214	forward	behavioural	Left rail is given layers, the active plan's objects, and the asset catalogue	gallery§LeftRail	left,rail,layer,asset	136	docs/components/Left rail.md::Contract[1]	present	-	-
f215	forward	behavioural	Left rail emits selection, visibility, and placement requests	gallery§LeftRail	left,rail,selection,visibility,placement	42	docs/components/Left rail.md::Contract[2]	present	-	-
f216	forward	behavioural	Layer toggle is given the layer list, with two independent booleans per layer	gallery§LayerToggle	layer,toggle	68	docs/components/Layer toggle.md::Contract[1]	present	-	-
f217	forward	behavioural	Layer toggle emits a visibility request and a lock request, independently	gallery§LayerToggle	layer,toggle,visibility,lock	71	docs/components/Layer toggle.md::Contract[2]	present	-	-
f218	forward	behavioural	Layer toggle has no implementation slice building it, as of this gallery	gallery§LayerToggle	layer,toggle,slice	100	docs/components/Layer toggle.md::Open[1]	present	-	-
f219	forward	behavioural	Inspector is given the SDD Inspector DTO, never a domain object directly	gallery§Inspector	inspector,dto,domain object	47	docs/components/Inspector.md::Contract[1]	present	-	-
f220	forward	behavioural	Inspector emits an edit as a command; it never performs a write itself	gallery§Inspector	inspector,edit,command,write	72	docs/components/Inspector.md::Contract[2]	present	-	-
f221	forward	behavioural	Plan canvas is given a render model, never a domain object directly	gallery§PlanCanvas	plan,canvas,render model,domain object	130	docs/components/Plan canvas.md::Contract[1]	present	-	-
f222	forward	behavioural	Plan canvas emits pointer events into the active tool	gallery§PlanCanvas	plan,canvas,pointer,tool	133	docs/components/Plan canvas.md::Contract[2]	present	-	-
f223	forward	behavioural	Selection handle is given the selection's world bounds and the viewport transform	gallery§SelectionHandle	selection,handle,viewport,transform	28	docs/components/Selection handle.md::Contract[1]	present	-	-
f224	forward	behavioural	Selection handle emits a transform that can be normalized into domain geometry	gallery§SelectionHandle	selection,handle,transform,geometry	74	docs/components/Selection handle.md::Contract[2]	present	-	-
f225	forward	behavioural	A locked object shows no selection handles at all	gallery§SelectionHandle	selection,handle,lock	22	docs/components/Selection handle.md::States[4]	present	-	-
f226	forward	behavioural	Snap guide is given the snap result, including which of six snap operations fired	gallery§SnapGuide	snap,guide	6	docs/components/Snap guide.md::Contract[1]	present	-	-
f227	forward	behavioural	Snap guide emits nothing; a guide is output, never a target	gallery§SnapGuide	snap,guide	6	docs/components/Snap guide.md::Contract[2]	present	-	-
f228	forward	behavioural	Edge snap and vertex snap are drawn with different mark shapes (line vs cross), not distinguished by colour alone	gallery§SnapGuide	snap,guide,edge,vertex,colour	34	-	absent	-	-
f229	forward	behavioural	Measurement label is given a world-space distance and the plan's calibration	gallery§MeasurementLabel	measurement,label,calibration	36	docs/components/Measurement label.md::Contract[1]	present	-	-
f230	forward	behavioural	Measurement label emits nothing	gallery§MeasurementLabel	measurement,label	31	docs/components/Measurement label.md::Contract[2]	present	-	-
f231	forward	behavioural	An uncalibrated plan's measurement shows no area value, marked by hatch pattern, dashed warning stroke, and the words 'not calibrated' together	gallery§MeasurementLabel	measurement,label,calibration,area,colour	105	-	absent	-	-
f232	forward	behavioural	Empty state is given a message, and at most one action	gallery§EmptyState	empty,state,action	96	docs/components/Empty state.md::Contract[1]	present	-	-
f233	forward	behavioural	Empty state emits that one action	gallery§EmptyState	empty,state,action	96	docs/components/Empty state.md::Contract[2]	present	-	-
f234	forward	behavioural	Inline field error is given a message for one field, already mapped from a typed error	gallery§InlineFieldError	inline,field,error	47	docs/components/Inline field error.md::Contract[1]	present	-	-
f235	forward	behavioural	Inline field error emits nothing	gallery§InlineFieldError	inline,field,error	47	docs/components/Inline field error.md::Contract[2]	present	-	-
f236	forward	behavioural	A waste factor is never below 1; it adds to the required quantity rather than reducing it	gallery§InlineFieldError	waste factor,quantity	43	docs/business-rules/Waste multiplies the required quantity and stays a separate factor.md::Rule[1]	present	-	-
f237	forward	behavioural	Status badge is given a status value and the vocabulary it belongs to	gallery§StatusBadge	status,badge,vocabulary	169	docs/components/Status badge.md::Contract[1]	present	-	-
f238	forward	behavioural	Status badge emits nothing, or a retry	gallery§StatusBadge	status,badge,retry	162	docs/components/Status badge.md::Contract[2]	present	-	-
f239	forward	behavioural	Toast is given a message already mapped at the application boundary	gallery§Toast	toast,message	15	docs/components/Toast.md::Contract[1]	present	-	-
f240	forward	behavioural	Toast emits a dismiss, and one action when present	gallery§Toast	toast,dismiss,action	18	docs/components/Toast.md::Contract[2]	present	-	-
f241	forward	behavioural	Modal is given a title, a body, and actions, with exactly one action marked destructive	gallery§Modal	modal,action,destructive	17	docs/components/Modal.md::Anatomy[3]	present	-	-
f242	forward	behavioural	Modal emits the chosen action, or a dismissal	gallery§Modal	modal,action,dismissal	17	docs/components/Modal.md::Contract[2]	present	-	-
f243	forward	behavioural	Every component state is labelled; no state is colour-only	gallery§ComponentGallery	state,label,colour	98	docs/deliverables/Design System.md::States[1]	present	-	-
f244	forward	behavioural	Canvas visual tokens derive from existing Obsidian host CSS variables rather than a new palette, so a themed vault re-tints the canvas automatically	gallery§CanvasLanguage	canvas,token,theme,palette	43	docs/deliverables/Design System.md::What the plugin must decide for itself[3]	present	-	-
f245	forward	behavioural	Canvas-drawn components have no accessible name	gallery§Canvas	canvas,accessible name	41	docs/components/Plan canvas.md::Accessibility[1]	present	-	-
f246	forward	behavioural	Canvas-drawn components have no inherited focus ring	gallery§Canvas	canvas,focus ring	40	docs/components/Plan canvas.md::Accessibility[1]	present	-	-
f247	forward	behavioural	Canvas-drawn components have no measurable hit target	gallery§Canvas	canvas,hit target	48	docs/components/Plan canvas.md::Accessibility[1]	present	-	-
f248	forward	behavioural	A failure reaches the user through exactly one shared-vocabulary component, chosen by a slice-17 table, never decided by the component itself	gallery§SharedVocabulary	failure,error,shared vocabulary	39	docs/requirements/Shared UI vocabulary.md::Outcome[1]	present	-	-
f249	forward	behavioural	User wants to capture what they are trying to achieve when something in the property needs to change, so a vague idea becomes a project they can work on	jtbd§JTBD-001	renovation intent, project, goal	80	docs/requirements/Start a renovation project.md::Start a renovation project[1]	present	-	-
f250	forward	behavioural	User wants to define what is and is not part of the renovation when beginning planning, so they understand its size and control scope growth	jtbd§JTBD-002	project scope, scope growth	11	-	absent	-	-
f251	forward	behavioural	User wants to clarify what a successful result means when starting a renovation, so they can make consistent cost, time, quality and appearance trade-offs	jtbd§JTBD-003	success criteria, trade-off	39	-	absent	-	-
f252	forward	behavioural	User wants to identify a sensible first step when the renovation feels large or uncertain, so they can make progress without understanding everything upfront	jtbd§JTBD-004	first step, project start	42	docs/deliverables/Disclosure ladder.md::The ladder[1]	present	-	-
f253	forward	behavioural	User wants to break the renovation into understandable parts when many areas and work types are involved, so they can focus without losing the whole-project view	jtbd§JTBD-005	project breakdown, whole-project view	14	docs/deliverables/Information Architecture.md::The grouping[1]	present	-	-
f254	forward	behavioural	User wants to record what exists today when planning changes, so decisions are based on reality rather than memory	jtbd§JTBD-006	existing state, property record	24	docs/requirements/Existing state, planned change and as-built.md::Existing state, planned change and as-built[1]	present	-	-
f255	forward	behavioural	User wants to structure buildings, floors, rooms and outdoor areas when organizing information, so work stays connected to the place it affects	jtbd§JTBD-007	building, floor, room, outdoor area	56	docs/entities/Site.md::Relationships[2]	present	-	-
f256	forward	behavioural	User wants reliable measurements when dimensions affect design, quantity or cost, so they can plan with confidence	jtbd§JTBD-008	measurement, dimension	37	docs/business-rules/A mismatched unit or currency is an error, not a coercion.md::The rule[1]	present	-	-
f257	forward	behavioural	User wants to use an existing plan, sketch or image as context when they already have one, so they do not recreate information they possess	jtbd§JTBD-009	existing plan, sketch, image	48	docs/requirements/Plans and background import.md::Outcome[1]	present	-	-
f258	forward	behavioural	User wants to organize the renovation without a usable floor plan, so visualization is not a prerequisite	jtbd§JTBD-010	floor plan, visualization	30	docs/entities/Space.md::Rules[2]	present	-	-
f259	forward	behavioural	User wants to record discovered defects and technical constraints in context, so later plans account for them	jtbd§JTBD-011	defect, constraint	52	docs/entities/Constraint.md::Constraint[3]	present	-	-
